store,initial longitude,initial latitude,neighbor id,neighbor store,neighbor longitude,neighbor latitude,distance,counts,id,business_id,name,address,postal_code,attributes,stars,categories
The Chopped Leaf,-113.4947357,53.54181671,35835,Safeway,-113.599884,53.435028,[ 29 103 538  54 166 168  57 387   3 259 205 426 496 264 487 315 272],9,35835,edsO_ZkOA2NEhYWWrXrFTw,Safeway,5110 Windermere Boulevard,T6W 0L9,"{""RestaurantsPriceRange2"":""2"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BikeParking"":""True""}",4.5,"Bakeries, Delis, Restaurants, Food, Grocery"
The Chopped Leaf,-113.4947357,53.54181671,7965,Panago Pizza,-113.508,53.51834,[177 297 427],9,7965,dc4qfC3jgnkGkN18zJElVg,Panago Pizza,10742 - 82nd Avenue,T6E 6P4,"{""RestaurantsGoodForGroups"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""False"",""WiFi"":""'no'"",""NoiseLevel"":""u'quiet'"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""BikeParking"":""True"",""HasTV"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsTakeOut"":""True""}",3.5,"Food, Restaurants, Pizza, Chicken Wings, Food Delivery Services, Salad"
The Chopped Leaf,-113.4947357,53.54181671,48670,Subway,-113.46614,53.56163,[],9,48670,0ihbRd1mnVKCP6h8TEpqng,Subway,"Stadium Station, 8116 112th Ave",T5B 0G1,"{""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""GoodForKids"":""True""}",2,"Restaurants, Sandwiches, Fast Food"
The Chopped Leaf,-113.4947357,53.54181671,40663,Humpty's Family Restaurants,-113.419685,53.589523,[415 496 487 315 338],9,40663,l4glnwPAOFGAHxKC3TziLQ,Humpty's Family Restaurants,5011 130 Avenue NW,T5A 3L7,"{""OutdoorSeating"":""False"",""RestaurantsAttire"":""u'casual'"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""False"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""u'quiet'"",""WiFi"":""u'free'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""Caters"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}",2.5,"Canadian (New), American (New), Restaurants"
The Chopped Leaf,-113.4947357,53.54181671,32874,Ricky's All Day Grill,-113.61406,53.53781,[458 453 250 215 505 321  49  81  67 523 541 176 379  50],9,32874,zWNUryvuI_5cF4Cre_xBBQ,Ricky's All Day Grill,9917 170 Street NW,T5P 4S2,"{""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""WiFi"":""u'no'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}""}",4,"Restaurants, Canadian (New), Diners"
Mucho Burrito,-113.4196854,53.54057693,45612,Tim Hortons,-113.44954,53.473774,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],26,45612,s1GeZSSotcqGjVQequ8EPw,Tim Hortons,7535 38 Ave NW,T6K 3X9,"{""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""Alcohol"":""'none'"",""WiFi"":""'free'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""GoodForKids"":""True"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""False"",""BikeParking"":""True"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True"",""NoiseLevel"":""u'loud'""}",3,"Restaurants, Canadian (New)"
Mucho Burrito,-113.4196854,53.54057693,92578,Sushi Shop,-113.49154,53.54393,[ 51  96 399 113 220  36  77 480  59  37],26,92578,FZvNkCWXTGcDPudyt7-bJA,Sushi Shop,"10025 102A Avenue Northwest, 138a",T5J 2Z2,"{""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True""}",2,"Sushi Bars, Japanese, Restaurants"
Mucho Burrito,-113.4196854,53.54057693,5685,Italian Bakery,-113.48941,53.551243,[305 325 158],26,5685,b9HRLKTN-SEF5EOmkU-IoA,Italian Bakery,10646 97 St NW,T5H 2L6,"{""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""False"",""WiFi"":""u'no'"",""RestaurantsReservations"":""False"",""HasTV"":""False"",""NoiseLevel"":""u'average'"",""Alcohol"":""u'none'"",""GoodForKids"":""True"",""Caters"":""True""}",4,"Bakeries, Restaurants, Italian, Food"
Red Robin Gourmet Burgers and Brews,-113.5034637,53.47995377,34464,Pizza 73,-113.50769,53.452717,[  1 407 175 483 386 527 464],1,34464,F6-Fxi9OD7qla092Ux4D3A,Pizza 73,10855 23 Avenue NW,T6J 7B5,"{""RestaurantsGoodForGroups"":""False"",""Alcohol"":""'none'"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""WiFi"":""'no'"",""OutdoorSeating"":""False"",""RestaurantsDelivery"":""True"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""True"",""RestaurantsReservations"":""False"",""NoiseLevel"":""'average'"",""Caters"":""True"",""BusinessParking"":""None""}",2.5,"Restaurants, Pizza"
Boston Pizza,-113.6164017,53.52527618,98032,Won Jung Gak,-113.49294,53.550808,[  1 407 175 483 386 527 464],30,98032,Xr-2WeP4iFG7yYj0L-RjoA,Won Jung Gak,10023 107 Avenue NW,T5H 4L4,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""BikeParking"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""False"",""HasTV"":""True"",""RestaurantsDelivery"":""False"",""WiFi"":""u'no'"",""RestaurantsPriceRange2"":""2""}",3,"Restaurants, Korean"
Boston Pizza,-113.6164017,53.52527618,98927,Vivo Ristorante,-113.642105,53.48573,[ 51  96 399 113 220  36  77 480  59  37],30,98927,qnZnegQQ7swK1xBzQaEVNw,Vivo Ristorante,18352 Lessard Rd,T6M 2W8,"{""WiFi"":""u'no'"",""NoiseLevel"":""u'average'"",""RestaurantsAttire"":""u'dressy'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsDelivery"":""True"",""BikeParking"":""True"",""RestaurantsReservations"":""True"",""GoodForKids"":""False"",""RestaurantsPriceRange2"":""3"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""RestaurantsTableService"":""True"",""OutdoorSeating"":""False"",""Alcohol"":""u'full_bar'"",""HasTV"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Caters"":""True"",""BusinessAcceptsCreditCards"":""True""}",4,"Italian, Restaurants"
Boston Pizza,-113.6164017,53.52527618,12667,Tim Hortons,-113.50407,53.540604,[489 418 462 202  30],30,12667,nwfUGLlKaF3D3OPS4idFtw,Tim Hortons,10665 Jasper Avenue,T5J 3S9,"{""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""Alcohol"":""u'none'"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""HasTV"":""True"",""Caters"":""True"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'average'"",""WiFi"":""u'free'"",""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""1"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",3.5,"Bakeries, Food, Coffee & Tea, Restaurants, Donuts, Delis, Sandwiches"
Boston Pizza,-113.6164017,53.52527618,27164,A&W,-113.418724,53.49816,[],30,27164,VgX9yU_XnMTmOJjsIu85Bw,A&W,6104 50th Street NW,T6B 2N7,"{""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""GoodForKids"":""True""}",3,"Fast Food, Burgers, Restaurants"
Edo Japan,-113.5201416,53.5459938,14272,Lee House,-113.49809,53.515453,[  1 407 175 483 386 527 464],2,14272,bO74q19WScEq3WTLdSZddg,Lee House,7904 104 Street NW,T6E 0C3,"{""OutdoorSeating"":""False"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Caters"":""False"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False""}",3.5,"Restaurants, Korean"
Edo Japan,-113.5201416,53.5459938,11842,Tim Hortons,-113.49316,53.46376,[305 325 158],2,11842,MBtoji84lhvTCRTjfLwTDw,Tim Hortons,10310 31ST Avenue NW,T6J 6V1,"{""RestaurantsGoodForGroups"":""True"",""WiFi"":""u'free'"",""BikeParking"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""'average'"",""Alcohol"":""'none'"",""GoodForKids"":""True"",""Caters"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""RestaurantsDelivery"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}",2.5,"Delis, Sandwiches, Food, Restaurants, Coffee & Tea"
IHOP,-113.6145401,53.55466843,29125,Boston Pizza,-113.49281,53.5987,[  1 407 175 483 386 527 464],10,29125,OG2saw-vQQSK3mr9-gCTdQ,Boston Pizza,9703 137 Ave NW,T5E 2C2,"{""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""WiFi"":""u'free'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'loud'"",""Alcohol"":""u'full_bar'"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""RestaurantsTableService"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""DogsAllowed"":""False"",""WheelchairAccessible"":""True""}",2.5,"Pizza, Restaurants, Italian"
IHOP,-113.6145401,53.55466843,76679,A&W,-113.42187,53.598175,[ 51  96 399 113 220  36  77 480  59  37],10,76679,8QoUxJFa1dc_x5bFBpkL0A,A&W,5011 137th Avenue NE,T5A 5C5,"{""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""Caters"":""False"",""BikeParking"":""True"",""RestaurantsDelivery"":""False"",""OutdoorSeating"":""True"",""HasTV"":""False""}",1.5,"Restaurants, Fast Food, Burgers"
IHOP,-113.6145401,53.55466843,12259,State & Main Kitchen & Bar,-113.615486,53.435757,[293  82],10,12259,L6cA-803X758K5SmDGNFBg,State & Main Kitchen & Bar,1237 Windermere Way SW,T6W 2P3,"{""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsGoodForGroups"":""True"",""RestaurantsReservations"":""True"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""'casual'"",""Alcohol"":""u'full_bar'"",""RestaurantsTableService"":""True"",""HappyHour"":""True"",""NoiseLevel"":""u'quiet'"",""BikeParking"":""False"",""RestaurantsTakeOut"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""HasTV"":""True"",""GoodForDancing"":""False"",""RestaurantsDelivery"":""True"",""WiFi"":""'free'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""Caters"":""False"",""DriveThru"":""False""}",3,"Sandwiches, Nightlife, American (Traditional), Burgers, Restaurants, Bars, Asian Fusion"
IHOP,-113.6145401,53.55466843,6258,Dairy Queen,-113.44243,53.51248,"[198 212 226 555 171 268 142 424 281 129 421  42 409 485 380 507 253 153
 179 337 334 328 139 557  12 359]",10,6258,jtNRO_cFQsNRbK_YXtgzLg,Dairy Queen,7460 76th Avenue,T6B 0B3,"{""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""NoiseLevel"":""'average'"",""Caters"":""False"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BikeParking"":""True"",""DriveThru"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""WiFi"":""'no'"",""RestaurantsPriceRange2"":""1"",""HasTV"":""False""}",3.5,"Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Food"
Dairy Queen Grill & Chill,-113.4932404,53.55405807,100671,Fat Franks,-113.49604,53.517895,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],5,100671,72z_BiZzcxfJ5eZt-fkltg,Fat Franks,10329 82 Avenue,T6E,"{""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'none'"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsTakeOut"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsReservations"":""False"",""Caters"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""NoiseLevel"":""u'average'"",""WiFi"":""u'no'"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""HasTV"":""True""}",4,"Food Stands, Restaurants, Hot Dogs"
Dairy Queen Grill & Chill,-113.4932404,53.55405807,76811,Pizza 73,-113.39571,53.59996,[ 51  96 399 113 220  36  77 480  59  37],5,76811,Im5XYJ8jP3s85Lna48HcWA,Pizza 73,3520 137 Avenue NW,T5Y 1Y7,"{""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False""}",1,"Pizza, Restaurants"
Dairy Queen Grill & Chill,-113.4932404,53.55405807,99179,Pizza 73,-113.53644,53.54716,[305 325 158],5,99179,E9itl6tXBfoitlE95UquDQ,Pizza 73,12412 Stony Plain Rd NW,T5N 3N7,"{""GoodForKids"":""True"",""Caters"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""RestaurantsGoodForGroups"":""False"",""NoiseLevel"":""u'quiet'"",""Alcohol"":""u'none'"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""False"",""HasTV"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'no'"",""RestaurantsTableService"":""False"",""RestaurantsDelivery"":""True""}",2.5,"Restaurants, Pizza"
Tim Horton's,-113.5175018,53.42409515,36656,Pizza Hut,-113.61927,53.505238,[146 137 156 422 218  17   9],1,36656,jcBrh2N0E1kyberTdA8pTQ,Pizza Hut,6923 - 172nd Street,T5T 2P7,"{""BikeParking"":""False"",""WiFi"":""u'no'"",""NoiseLevel"":""u'loud'"",""RestaurantsDelivery"":""True"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""None"",""RestaurantsGoodForGroups"":""False"",""GoodForKids"":""False"",""HasTV"":""False"",""RestaurantsReservations"":""False"",""Alcohol"":""u'none'"",""Caters"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTakeOut"":""True"",""RestaurantsPriceRange2"":""2"",""OutdoorSeating"":""None""}",1.5,"Pizza, Chicken Wings, Restaurants, Food, Food Delivery Services, Italian"
Brewsters Brewing Company & Restaurant,-113.4748383,53.42374039,53767,Subway,-113.50931,53.45349,[  1 407 175 483 386 527 464],4,53767,pBKO-eMXA7x1zOqyYEPMVg,Subway,"Heritage Links, 101, 10903 23rd Ave",T6J 1X3,"{""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""False"",""RestaurantsAttire"":""'casual'"",""BikeParking"":""False"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True""}",2.5,"Restaurants, Sandwiches, Fast Food"
Brewsters Brewing Company & Restaurant,-113.4748383,53.42374039,54243,Syphay Restaurant,-113.49801,53.49736,[ 76 326  21 385 119 282 150  41 192 145 170  72 476 329 410  46 430 515],4,54243,2drLRcRuqVJEksQXV0ynjQ,Syphay Restaurant,6010 104 Street NW,T6H 2K3,"{""Alcohol"":""u'beer_and_wine'"",""RestaurantsReservations"":""True"",""Caters"":""False"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""False"",""WiFi"":""u'no'"",""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'quiet'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsTableService"":""True"",""GoodForKids"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""HasTV"":""True""}",4.5,"Restaurants, Thai, Laotian"
Brewsters Brewing Company & Restaurant,-113.4748383,53.42374039,1514,Panago Pizza,-113.62962,53.499912,[ 51  96 399 113 220  36  77 480  59  37],4,1514,UwAqOh7QDJz9m9scQxH9iA,Panago Pizza,"114, 6655 - 178th Street",T5T 4J5,"{""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsDelivery"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""False"",""WiFi"":""'no'"",""RestaurantsTakeOut"":""True"",""RestaurantsReservations"":""False""}",4.5,"Food, Pizza, Restaurants, Salad, Food Delivery Services, Chicken Wings"
The Three Amigos,-113.4968185,53.54084015,19818,Burger King,-113.61879,53.540916,[177 297 427],6,19818,pPe3lGGDgrghGbSPqUtKJw,Burger King,17215 Stony Plain Road NW,T5S 2N2,"{""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""NoiseLevel"":""u'quiet'"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2""}",2,"Restaurants, Fast Food"
The Three Amigos,-113.4968185,53.54084015,29991,McDonald's,-113.42407,53.45478,[300 118 403],6,29991,dD8HFOlOowiEcBv5F38pew,McDonald's,5360-23rd Avenue,T6L 6X2,"{""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True""}",1.5,"Restaurants, Burgers, Fast Food, Food, Coffee & Tea"
The Three Amigos,-113.4968185,53.54084015,61106,Pizza 73,-113.51928,53.564495,"[ 87 120  33 141  11 434 367 349 343 283 394 244 308  28 494   4 375 420
 492]",6,61106,jWLERdlbtyB0m2XFhQnPdg,Pizza 73,11435 Kingsway Avenue NW,T5G,"{""HasTV"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True""}",2.5,"Food, Restaurants, Pizza"
The Three Amigos,-113.4968185,53.54084015,64274,Olive Garden Italian Restaurant,-113.61584,53.54252,[458 453 250 215 505 321  49  81  67 523 541 176 379  50],6,64274,KtUUuDO55mveOCV5MSNHgg,Olive Garden Italian Restaurant,10121 171st Street,T5S 1S6,"{""NoiseLevel"":""u'average'"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""False"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTakeOut"":""True"",""HasTV"":""False"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""GoodForKids"":""True"",""Caters"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BusinessAcceptsCreditCards"":""True"",""WheelchairAccessible"":""True"",""RestaurantsReservations"":""False"",""RestaurantsDelivery"":""True"",""WiFi"":""'free'"",""GoodForDancing"":""False"",""Ambience"":""{u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}""}",3,"Restaurants, Wine Bars, Salad, Italian, Nightlife, Soup, Bars"
The Three Amigos,-113.4968185,53.54084015,62862,McDonald's,-113.51256,53.498447,[286  73  85 378 279 125 347 550 497 251  40 357 549 559 438 209],6,62862,djj8qE6hQjSeyEt9T2H_dg,McDonald's,6104 109th Street NW,T6H 1M2,"{""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'none'"",""RestaurantsPriceRange2"":""1"",""NoiseLevel"":""u'average'"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""RestaurantsReservations"":""False"",""RestaurantsGoodForGroups"":""False"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""OutdoorSeating"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""Caters"":""False"",""BusinessParking"":""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': None}""}",1.5,"Burgers, Restaurants, Coffee & Tea, Food, Fast Food"
The Three Amigos,-113.4968185,53.54084015,65208,Match Eatery & Public House,-113.62423,53.521915,[311 547 488 469 257 254 545 352 474 155 405 558  91 406],6,65208,2cDbskCOK5m_g8CgcQswFQ,Match Eatery & Public House,"170 Street Northwest, Suite 2710-2716",T5T 4V4,"{""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""True"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""RestaurantsDelivery"":""True"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"",""GoodForKids"":""False"",""Alcohol"":""u'full_bar'"",""OutdoorSeating"":""True"",""WheelchairAccessible"":""True"",""DogsAllowed"":""False"",""RestaurantsTakeOut"":""True""}",3.5,"Restaurants, Sports Bars, Nightlife, Canadian (New), Burgers, Pizza, Bars"
